context,file,selector,fg,bg,px,weight,large,required,ratio,result,how,size_known
hc,planning.css,.pw-backlog-card-meta,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-backlog-card-meta,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-backlog-card-meta,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-backlog-card-meta,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-fac-table th,#657380,#ffffff,11.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-fac-table th,#657380,#f4f8fc,11.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-fac-table th,#9fb2c6,#0f1c30,11.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-fac-table th,#9fb2c6,#081426,11.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-fac-table th,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-fac-table th,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-fac-table th,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-fac-table th,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-empty,#657380,#ffffff,13.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-empty,#657380,#f4f8fc,13.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-empty,#9fb2c6,#0f1c30,13.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-empty,#9fb2c6,#081426,13.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-empty,#303030,#ffffff,13.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-empty,#303030,#ffffff,13.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-empty,#3a3a3a,#ffffff,13.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-empty,#3a3a3a,#ffffff,13.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-loading,#657380,#ffffff,13.0,400,False,4.5,4.86,PASS,assumed --surface,no
light,planning.css,.pw-loading,#657380,#f4f8fc,13.0,400,False,4.5,4.56,PASS,assumed --background,no
dark,planning.css,.pw-loading,#9fb2c6,#0f1c30,13.0,400,False,4.5,7.86,PASS,assumed --surface,no
dark,planning.css,.pw-loading,#9fb2c6,#081426,13.0,400,False,4.5,8.48,PASS,assumed --background,no
hc,planning.css,.pw-loading,#303030,#ffffff,13.0,400,False,4.5,13.2,PASS,assumed --surface,no
hc,planning.css,.pw-loading,#303030,#ffffff,13.0,400,False,4.5,13.2,PASS,assumed --background,no
contrast-more,planning.css,.pw-loading,#3a3a3a,#ffffff,13.0,400,False,4.5,11.37,PASS,assumed --surface,no
contrast-more,planning.css,.pw-loading,#3a3a3a,#ffffff,13.0,400,False,4.5,11.37,PASS,assumed --background,no
light,planning.css,.pw-err,#e51937,#ffffff,12.0,400,False,4.5,4.64,PASS,assumed --surface,yes
light,planning.css,.pw-err,#e51937,#f4f8fc,12.0,400,False,4.5,4.35,FAIL,assumed --background,yes
dark,planning.css,.pw-err,#ff6b6b,#0f1c30,12.0,400,False,4.5,6.16,PASS,assumed --surface,yes
dark,planning.css,.pw-err,#ff6b6b,#081426,12.0,400,False,4.5,6.65,PASS,assumed --background,yes
hc,planning.css,.pw-err,#cc0011,#ffffff,12.0,400,False,4.5,5.87,PASS,assumed --surface,yes
hc,planning.css,.pw-err,#cc0011,#ffffff,12.0,400,False,4.5,5.87,PASS,assumed --background,yes
contrast-more,planning.css,.pw-err,#e51937,#ffffff,12.0,400,False,4.5,4.64,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-err,#e51937,#ffffff,12.0,400,False,4.5,4.64,PASS,assumed --background,yes
light,planning.css,.pw-curric-clear:hover,#e51937,#ffffff,13.0,400,False,4.5,4.64,PASS,assumed --surface,no
light,planning.css,.pw-curric-clear:hover,#e51937,#f4f8fc,13.0,400,False,4.5,4.35,FAIL,assumed --background,no
dark,planning.css,.pw-curric-clear:hover,#ff6b6b,#0f1c30,13.0,400,False,4.5,6.16,PASS,assumed --surface,no
dark,planning.css,.pw-curric-clear:hover,#ff6b6b,#081426,13.0,400,False,4.5,6.65,PASS,assumed --background,no
hc,planning.css,.pw-curric-clear:hover,#cc0011,#ffffff,13.0,400,False,4.5,5.87,PASS,assumed --surface,no
hc,planning.css,.pw-curric-clear:hover,#cc0011,#ffffff,13.0,400,False,4.5,5.87,PASS,assumed --background,no
contrast-more,planning.css,.pw-curric-clear:hover,#e51937,#ffffff,13.0,400,False,4.5,4.64,PASS,assumed --surface,no
contrast-more,planning.css,.pw-curric-clear:hover,#e51937,#ffffff,13.0,400,False,4.5,4.64,PASS,assumed --background,no
light,planning.css,.pw-setup-header h2,#002f65,#ffffff,20.0,800,True,3.0,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-setup-header h2,#002f65,#f4f8fc,20.0,800,True,3.0,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-setup-header h2,#51b0e3,#0f1c30,20.0,800,True,3.0,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-setup-header h2,#51b0e3,#081426,20.0,800,True,3.0,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-setup-header h2,#000044,#ffffff,20.0,800,True,3.0,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-setup-header h2,#000044,#ffffff,20.0,800,True,3.0,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-setup-header h2,#002f65,#ffffff,20.0,800,True,3.0,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-setup-header h2,#002f65,#ffffff,20.0,800,True,3.0,13.17,PASS,assumed --background,yes
light,planning.css,.pw-setup-header p,#657380,#ffffff,13.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-setup-header p,#657380,#f4f8fc,13.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-setup-header p,#9fb2c6,#0f1c30,13.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-setup-header p,#9fb2c6,#081426,13.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-setup-header p,#303030,#ffffff,13.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-setup-header p,#303030,#ffffff,13.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-setup-header p,#3a3a3a,#ffffff,13.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-setup-header p,#3a3a3a,#ffffff,13.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-setup-step-num,#ffffff,#002f65,14.0,800,False,4.5,13.17,PASS,same-rule,yes
dark,planning.css,.pw-setup-step-num,#ffffff,#51b0e3,14.0,800,False,4.5,2.42,FAIL,same-rule,yes
hc,planning.css,.pw-setup-step-num,#ffffff,#000044,14.0,800,False,4.5,19.38,PASS,same-rule,yes
contrast-more,planning.css,.pw-setup-step-num,#ffffff,#002f65,14.0,800,False,4.5,13.17,PASS,same-rule,yes
light,planning.css,.pw-setup-step-title,#1e2d3d,#ffffff,14.0,800,False,4.5,14.02,PASS,assumed --surface,yes
light,planning.css,.pw-setup-step-title,#1e2d3d,#f4f8fc,14.0,800,False,4.5,13.14,PASS,assumed --background,yes
dark,planning.css,.pw-setup-step-title,#e7eef6,#0f1c30,14.0,800,False,4.5,14.61,PASS,assumed --surface,yes
dark,planning.css,.pw-setup-step-title,#e7eef6,#081426,14.0,800,False,4.5,15.78,PASS,assumed --background,yes
hc,planning.css,.pw-setup-step-title,#000000,#ffffff,14.0,800,False,4.5,21.0,PASS,assumed --surface,yes
hc,planning.css,.pw-setup-step-title,#000000,#ffffff,14.0,800,False,4.5,21.0,PASS,assumed --background,yes
contrast-more,planning.css,.pw-setup-step-title,#000000,#ffffff,14.0,800,False,4.5,21.0,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-setup-step-title,#000000,#ffffff,14.0,800,False,4.5,21.0,PASS,assumed --background,yes
light,planning.css,.pw-list-full-title,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-list-full-title,#002f65,#f4f8fc,13.0,800,False,4.5,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-list-full-title,#51b0e3,#0f1c30,13.0,800,False,4.5,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-list-full-title,#51b0e3,#081426,13.0,800,False,4.5,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-list-full-title,#000044,#ffffff,13.0,800,False,4.5,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-list-full-title,#000044,#ffffff,13.0,800,False,4.5,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-list-full-title,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-list-full-title,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --background,yes
light,planning.css,.pw-list-full-count,#657380,#ffffff,11.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-list-full-count,#657380,#f4f8fc,11.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-list-full-count,#9fb2c6,#0f1c30,11.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-list-full-count,#9fb2c6,#081426,11.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-list-full-count,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-list-full-count,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-list-full-count,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-list-full-count,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-lv-th,#ffffff,#002f65,11.0,700,False,4.5,13.17,PASS,same-rule,yes
dark,planning.css,.pw-lv-th,#ffffff,#51b0e3,11.0,700,False,4.5,2.42,FAIL,same-rule,yes
hc,planning.css,.pw-lv-th,#ffffff,#000044,11.0,700,False,4.5,19.38,PASS,same-rule,yes
contrast-more,planning.css,.pw-lv-th,#ffffff,#002f65,11.0,700,False,4.5,13.17,PASS,same-rule,yes
light,planning.css,.pw-lv-td-date,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --surface,no
light,planning.css,.pw-lv-td-date,#002f65,#f4f8fc,13.0,800,False,4.5,12.34,PASS,assumed --background,no
dark,planning.css,.pw-lv-td-date,#51b0e3,#0f1c30,13.0,800,False,4.5,7.05,PASS,assumed --surface,no
dark,planning.css,.pw-lv-td-date,#51b0e3,#081426,13.0,800,False,4.5,7.62,PASS,assumed --background,no
hc,planning.css,.pw-lv-td-date,#000044,#ffffff,13.0,800,False,4.5,19.38,PASS,assumed --surface,no
hc,planning.css,.pw-lv-td-date,#000044,#ffffff,13.0,800,False,4.5,19.38,PASS,assumed --background,no
contrast-more,planning.css,.pw-lv-td-date,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --surface,no
contrast-more,planning.css,.pw-lv-td-date,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --background,no
light,planning.css,.pw-lv-p-num,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-lv-p-num,#002f65,#f4f8fc,11.0,800,False,4.5,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-lv-p-num,#51b0e3,#0f1c30,11.0,800,False,4.5,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-lv-p-num,#51b0e3,#081426,11.0,800,False,4.5,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-lv-p-num,#000044,#ffffff,11.0,800,False,4.5,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-lv-p-num,#000044,#ffffff,11.0,800,False,4.5,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-lv-p-num,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-lv-p-num,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --background,yes
light,planning.css,.pw-lv-p-detail,#657380,#ffffff,11.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-lv-p-detail,#657380,#f4f8fc,11.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-lv-p-detail,#9fb2c6,#0f1c30,11.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-lv-p-detail,#9fb2c6,#081426,11.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-lv-p-detail,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-lv-p-detail,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-lv-p-detail,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-lv-p-detail,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-lv-empty-period,#657380,#ffffff,11.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-lv-empty-period,#657380,#f4f8fc,11.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-lv-empty-period,#9fb2c6,#0f1c30,11.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-lv-empty-period,#9fb2c6,#081426,11.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-lv-empty-period,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-lv-empty-period,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-lv-empty-period,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-lv-empty-period,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-block-hdr,#ffffff,#002f65,13.0,400,False,4.5,13.17,PASS,same-rule,no
dark,planning.css,.pw-block-hdr,#ffffff,#51b0e3,13.0,400,False,4.5,2.42,FAIL,same-rule,no
hc,planning.css,.pw-block-hdr,#ffffff,#000044,13.0,400,False,4.5,19.38,PASS,same-rule,no
contrast-more,planning.css,.pw-block-hdr,#ffffff,#002f65,13.0,400,False,4.5,13.17,PASS,same-rule,no
light,planning.css,.pw-block-date,#ffffff,#ffffff,13.0,800,False,4.5,1.0,FAIL,assumed --surface,yes
light,planning.css,.pw-block-date,#ffffff,#f4f8fc,13.0,800,False,4.5,1.07,FAIL,assumed --background,yes
dark,planning.css,.pw-block-date,#ffffff,#0f1c30,13.0,800,False,4.5,17.09,PASS,assumed --surface,yes
dark,planning.css,.pw-block-date,#ffffff,#081426,13.0,800,False,4.5,18.45,PASS,assumed --background,yes
hc,planning.css,.pw-block-date,#ffffff,#ffffff,13.0,800,False,4.5,1.0,FAIL,assumed --surface,yes
hc,planning.css,.pw-block-date,#ffffff,#ffffff,13.0,800,False,4.5,1.0,FAIL,assumed --background,yes
contrast-more,planning.css,.pw-block-date,#ffffff,#ffffff,13.0,800,False,4.5,1.0,FAIL,assumed --surface,yes
contrast-more,planning.css,.pw-block-date,#ffffff,#ffffff,13.0,800,False,4.5,1.0,FAIL,assumed --background,yes
light,planning.css,.pw-block-band-hdr,#657380,#f5f7fa,10.0,800,False,4.5,4.53,PASS,same-rule,yes
dark,planning.css,.pw-block-band-hdr,#9fb2c6,#f5f7fa,10.0,800,False,4.5,2.03,FAIL,same-rule,yes
hc,planning.css,.pw-block-band-hdr,#303030,#f5f7fa,10.0,800,False,4.5,12.3,PASS,same-rule,yes
contrast-more,planning.css,.pw-block-band-hdr,#3a3a3a,#f5f7fa,10.0,800,False,4.5,10.6,PASS,same-rule,yes
light,planning.css,.pw-block-no-content,#657380,#ffffff,11.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-block-no-content,#657380,#f4f8fc,11.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-block-no-content,#9fb2c6,#0f1c30,11.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-block-no-content,#9fb2c6,#081426,11.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-block-no-content,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-block-no-content,#303030,#ffffff,11.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-block-no-content,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-block-no-content,#3a3a3a,#ffffff,11.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-block-notice,#5a3d00,#ffffff,11.0,400,False,4.5,9.99,PASS,assumed --surface,yes
light,planning.css,.pw-block-notice,#5a3d00,#f4f8fc,11.0,400,False,4.5,9.36,PASS,assumed --background,yes
dark,planning.css,.pw-block-notice,#5a3d00,#0f1c30,11.0,400,False,4.5,1.71,FAIL,assumed --surface,yes
dark,planning.css,.pw-block-notice,#5a3d00,#081426,11.0,400,False,4.5,1.85,FAIL,assumed --background,yes
hc,planning.css,.pw-block-notice,#5a3d00,#ffffff,11.0,400,False,4.5,9.99,PASS,assumed --surface,yes
hc,planning.css,.pw-block-notice,#5a3d00,#ffffff,11.0,400,False,4.5,9.99,PASS,assumed --background,yes
contrast-more,planning.css,.pw-block-notice,#5a3d00,#ffffff,11.0,400,False,4.5,9.99,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-block-notice,#5a3d00,#ffffff,11.0,400,False,4.5,9.99,PASS,assumed --background,yes
light,planning.css,.pw-block-notice.urgent,#8a0f22,#ffffff,13.0,600,False,4.5,9.67,PASS,assumed --surface,no
light,planning.css,.pw-block-notice.urgent,#8a0f22,#f4f8fc,13.0,600,False,4.5,9.06,PASS,assumed --background,no
dark,planning.css,.pw-block-notice.urgent,#8a0f22,#0f1c30,13.0,600,False,4.5,1.77,FAIL,assumed --surface,no
dark,planning.css,.pw-block-notice.urgent,#8a0f22,#081426,13.0,600,False,4.5,1.91,FAIL,assumed --background,no
hc,planning.css,.pw-block-notice.urgent,#8a0f22,#ffffff,13.0,600,False,4.5,9.67,PASS,assumed --surface,no
hc,planning.css,.pw-block-notice.urgent,#8a0f22,#ffffff,13.0,600,False,4.5,9.67,PASS,assumed --background,no
contrast-more,planning.css,.pw-block-notice.urgent,#8a0f22,#ffffff,13.0,600,False,4.5,9.67,PASS,assumed --surface,no
contrast-more,planning.css,.pw-block-notice.urgent,#8a0f22,#ffffff,13.0,600,False,4.5,9.67,PASS,assumed --background,no
light,planning.css,.pw-block-notice-archive:hover,#e51937,#ffffff,13.0,400,False,4.5,4.64,PASS,assumed --surface,no
light,planning.css,.pw-block-notice-archive:hover,#e51937,#f4f8fc,13.0,400,False,4.5,4.35,FAIL,assumed --background,no
dark,planning.css,.pw-block-notice-archive:hover,#ff6b6b,#0f1c30,13.0,400,False,4.5,6.16,PASS,assumed --surface,no
dark,planning.css,.pw-block-notice-archive:hover,#ff6b6b,#081426,13.0,400,False,4.5,6.65,PASS,assumed --background,no
hc,planning.css,.pw-block-notice-archive:hover,#cc0011,#ffffff,13.0,400,False,4.5,5.87,PASS,assumed --surface,no
hc,planning.css,.pw-block-notice-archive:hover,#cc0011,#ffffff,13.0,400,False,4.5,5.87,PASS,assumed --background,no
contrast-more,planning.css,.pw-block-notice-archive:hover,#e51937,#ffffff,13.0,400,False,4.5,4.64,PASS,assumed --surface,no
contrast-more,planning.css,.pw-block-notice-archive:hover,#e51937,#ffffff,13.0,400,False,4.5,4.64,PASS,assumed --background,no
light,planning.css,.pw-night-grid thead th,#ffffff,#004b8d,11.0,700,False,4.5,8.78,PASS,same-rule,yes
dark,planning.css,.pw-night-grid thead th,#ffffff,#004b8d,11.0,700,False,4.5,8.78,PASS,same-rule,yes
hc,planning.css,.pw-night-grid thead th,#ffffff,#004b8d,11.0,700,False,4.5,8.78,PASS,same-rule,yes
contrast-more,planning.css,.pw-night-grid thead th,#ffffff,#004b8d,11.0,700,False,4.5,8.78,PASS,same-rule,yes
light,planning.css,.pw-nc-empty,#b0b7bb,#ffffff,11.0,400,False,4.5,2.03,FAIL,assumed --surface,yes
light,planning.css,.pw-nc-empty,#b0b7bb,#f4f8fc,11.0,400,False,4.5,1.9,FAIL,assumed --background,yes
dark,planning.css,.pw-nc-empty,#b0b7bb,#0f1c30,11.0,400,False,4.5,8.41,PASS,assumed --surface,yes
dark,planning.css,.pw-nc-empty,#b0b7bb,#081426,11.0,400,False,4.5,9.08,PASS,assumed --background,yes
hc,planning.css,.pw-nc-empty,#b0b7bb,#ffffff,11.0,400,False,4.5,2.03,FAIL,assumed --surface,yes
hc,planning.css,.pw-nc-empty,#b0b7bb,#ffffff,11.0,400,False,4.5,2.03,FAIL,assumed --background,yes
contrast-more,planning.css,.pw-nc-empty,#b0b7bb,#ffffff,11.0,400,False,4.5,2.03,FAIL,assumed --surface,yes
contrast-more,planning.css,.pw-nc-empty,#b0b7bb,#ffffff,11.0,400,False,4.5,2.03,FAIL,assumed --background,yes
light,planning.css,.pw-nc-code,#004b8d,#ffffff,10.0,700,False,4.5,8.78,PASS,assumed --surface,yes
light,planning.css,.pw-nc-code,#004b8d,#f4f8fc,10.0,700,False,4.5,8.23,PASS,assumed --background,yes
dark,planning.css,.pw-nc-code,#004b8d,#0f1c30,10.0,700,False,4.5,1.95,FAIL,assumed --surface,yes
dark,planning.css,.pw-nc-code,#004b8d,#081426,10.0,700,False,4.5,2.1,FAIL,assumed --background,yes
hc,planning.css,.pw-nc-code,#004b8d,#ffffff,10.0,700,False,4.5,8.78,PASS,assumed --surface,yes
hc,planning.css,.pw-nc-code,#004b8d,#ffffff,10.0,700,False,4.5,8.78,PASS,assumed --background,yes
contrast-more,planning.css,.pw-nc-code,#004b8d,#ffffff,10.0,700,False,4.5,8.78,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-nc-code,#004b8d,#ffffff,10.0,700,False,4.5,8.78,PASS,assumed --background,yes
light,planning.css,.pw-nc-detail,#657380,#ffffff,10.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-nc-detail,#657380,#f4f8fc,10.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-nc-detail,#9fb2c6,#0f1c30,10.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-nc-detail,#9fb2c6,#081426,10.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-nc-detail,#303030,#ffffff,10.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-nc-detail,#303030,#ffffff,10.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-nc-detail,#3a3a3a,#ffffff,10.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-nc-detail,#3a3a3a,#ffffff,10.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-nc-classes,#004b8d,#ffffff,13.0,600,False,4.5,8.78,PASS,assumed --surface,no
light,planning.css,.pw-nc-classes,#004b8d,#f4f8fc,13.0,600,False,4.5,8.23,PASS,assumed --background,no
dark,planning.css,.pw-nc-classes,#004b8d,#0f1c30,13.0,600,False,4.5,1.95,FAIL,assumed --surface,no
dark,planning.css,.pw-nc-classes,#004b8d,#081426,13.0,600,False,4.5,2.1,FAIL,assumed --background,no
hc,planning.css,.pw-nc-classes,#004b8d,#ffffff,13.0,600,False,4.5,8.78,PASS,assumed --surface,no
hc,planning.css,.pw-nc-classes,#004b8d,#ffffff,13.0,600,False,4.5,8.78,PASS,assumed --background,no
contrast-more,planning.css,.pw-nc-classes,#004b8d,#ffffff,13.0,600,False,4.5,8.78,PASS,assumed --surface,no
contrast-more,planning.css,.pw-nc-classes,#004b8d,#ffffff,13.0,600,False,4.5,8.78,PASS,assumed --background,no
light,planning.css,.pw-nc-equip,#657380,#ffffff,10.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-nc-equip,#657380,#f4f8fc,10.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-nc-equip,#9fb2c6,#0f1c30,10.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-nc-equip,#9fb2c6,#081426,10.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-nc-equip,#303030,#ffffff,10.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-nc-equip,#303030,#ffffff,10.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-nc-equip,#3a3a3a,#ffffff,10.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-nc-equip,#3a3a3a,#ffffff,10.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-block-warnings,#e51937,#fff5f5,11.0,700,False,4.5,4.34,FAIL,same-rule,yes
dark,planning.css,.pw-block-warnings,#ff6b6b,#fff5f5,11.0,700,False,4.5,2.59,FAIL,same-rule,yes
hc,planning.css,.pw-block-warnings,#cc0011,#fff5f5,11.0,700,False,4.5,5.49,PASS,same-rule,yes
contrast-more,planning.css,.pw-block-warnings,#e51937,#fff5f5,11.0,700,False,4.5,4.34,FAIL,same-rule,yes
light,planning.css,.pw-block-cg-p,#657380,#ffffff,13.0,700,False,4.5,4.86,PASS,assumed --surface,no
light,planning.css,.pw-block-cg-p,#657380,#f4f8fc,13.0,700,False,4.5,4.56,PASS,assumed --background,no
dark,planning.css,.pw-block-cg-p,#9fb2c6,#0f1c30,13.0,700,False,4.5,7.86,PASS,assumed --surface,no
dark,planning.css,.pw-block-cg-p,#9fb2c6,#081426,13.0,700,False,4.5,8.48,PASS,assumed --background,no
hc,planning.css,.pw-block-cg-p,#303030,#ffffff,13.0,700,False,4.5,13.2,PASS,assumed --surface,no
hc,planning.css,.pw-block-cg-p,#303030,#ffffff,13.0,700,False,4.5,13.2,PASS,assumed --background,no
contrast-more,planning.css,.pw-block-cg-p,#3a3a3a,#ffffff,13.0,700,False,4.5,11.37,PASS,assumed --surface,no
contrast-more,planning.css,.pw-block-cg-p,#3a3a3a,#ffffff,13.0,700,False,4.5,11.37,PASS,assumed --background,no
light,planning.css,.pw-year-term-hdr,#ffffff,#002f65,13.0,400,False,4.5,13.17,PASS,same-rule,no
dark,planning.css,.pw-year-term-hdr,#ffffff,#51b0e3,13.0,400,False,4.5,2.42,FAIL,same-rule,no
hc,planning.css,.pw-year-term-hdr,#ffffff,#000044,13.0,400,False,4.5,19.38,PASS,same-rule,no
contrast-more,planning.css,.pw-year-term-hdr,#ffffff,#002f65,13.0,400,False,4.5,13.17,PASS,same-rule,no
